date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:23:56	26100/26100	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:23:55%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-column	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-column.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:23:57	39832/39832	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:23:56%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-column-display	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-column-display.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:23:58	36596/36596	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:23:57%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-filters	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-filters.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:23:59	19518/19518	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:23:59%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-column-filter	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-column-filter.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:00	23131/23131	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:23:59%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-inline-edit	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-inline-edit.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:01	19024/19024	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:01%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-actions	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-actions.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:02	38601/38601	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:02%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-custom-actions	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-custom-actions.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:03	22659/22659	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:03%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-export	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-export.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:04	19532/19532	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:03%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-header-footer	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-header-footer.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:04	17329/17329	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:05%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-init	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-init.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:05	17937/17937	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:05%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-total-row	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-total-row.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:06	24591/24591	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:06%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-quick-search	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-quick-search.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:07	18747/18747	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:07%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-spec-selector	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-spec-selector.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:08	22097/22097	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:08%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-quick-create	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-quick-create.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:09	21274/21274	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:09%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-custom-tools	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-custom-tools.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:09	20855/20855	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:09%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-data	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-data.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:10	16823/16823	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:10%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-hotkeys	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-hotkeys.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:11	20354/20354	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:11%20GMT	https://laravel-admin.org/docs/zh/1.x/model-grid-soft-deletes	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-grid-soft-deletes.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:12	20523/20523	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:12%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:13	44096/44096	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:13%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-fields	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-fields.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:14	27560/27560	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:14%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-upload	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-upload.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:15	20785/20785	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:15%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-json-fields	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-json-fields.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:16	32011/32011	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:15%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-relationships	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-relationships.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:16	20114/20114	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:16%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-linkage	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-linkage.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:17	25729/25729	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:17%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-field-management	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-field-management.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:18	18788/18788	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:18%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-validation	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-validation.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:19	19393/19393	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:19%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-callback	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-callback.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:20	17076/17076	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:20%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-init	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-init.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:21	17632/17632	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:21%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-layout	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-layout.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:22	20543/20543	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:22%20GMT	https://laravel-admin.org/docs/zh/1.x/model-show	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-show.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:22	22515/22515	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:22%20GMT	https://laravel-admin.org/docs/zh/1.x/model-show-fields	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-show-fields.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:23	19386/19386	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:23%20GMT	https://laravel-admin.org/docs/zh/1.x/model-show-relationship	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-show-relationship.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:24	18019/18019	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:24%20GMT	https://laravel-admin.org/docs/zh/1.x/model-show-extension	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-show-extension.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:25	19432/19432	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:25%20GMT	https://laravel-admin.org/docs/zh/1.x/model-tree	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-tree.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:26	25797/25797	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:26%20GMT	https://laravel-admin.org/docs/zh/1.x/data-form	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/data-form.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:27	18195/18195	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:27%20GMT	https://laravel-admin.org/docs/zh/1.x/localization	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/localization.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:27	22249/22249	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:27%20GMT	https://laravel-admin.org/docs/zh/1.x/frontend	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/frontend.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:29	33167/33167	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:28%20GMT	https://laravel-admin.org/docs/zh/1.x/extension-development	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/extension-development.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:29	22973/22973	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:29%20GMT	https://laravel-admin.org/docs/zh/1.x/commands	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/commands.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:30	18314/18314	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:30%20GMT	https://laravel-admin.org/docs/zh/1.x/content-message	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/content-message.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:31	22218/22218	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:31%20GMT	https://laravel-admin.org/docs/zh/1.x/widgets	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/widgets.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:32	22596/22596	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:32%20GMT	https://laravel-admin.org/docs/zh/1.x/permission	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/permission.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:33	19516/19516	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:33%20GMT	https://laravel-admin.org/docs/zh/1.x/custom-authentication	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/custom-authentication.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:33	21153/21153	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:33%20GMT	https://laravel-admin.org/docs/zh/1.x/custom-navbar	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/custom-navbar.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:34	24018/24018	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:34%20GMT	https://laravel-admin.org/docs/zh/1.x/qa	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/qa.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:35	17482/17482	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:35%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.8.0.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.8.0.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:36	17328/17328	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:36%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.7.6.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.7.6.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:37	17217/17217	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:37%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.7.3.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.7.3.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:38	17280/17280	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:38%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.7.2.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.7.2.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:39	21098/21098	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:38%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.7.0.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.7.0.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:39	19767/19767	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:39%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.6.13.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.6.13.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:40	19226/19226	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:40%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.6.12.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.6.12.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:41	20194/20194	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:41%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.6.10.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.6.10.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:42	20502/20502	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:42%20GMT	https://laravel-admin.org/docs/zh/1.x/changelog-v1.6.0.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/changelog-v1.6.0.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:43	22966/22966	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:43%20GMT	https://laravel-admin.org/docs/zh/1.x/commands.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/commands-2.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:44	20498/20498	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:44%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form.md?id=%E8%87%AA%E5%AE%9A%E4%B9%89%E5%B7%A5%E5%85%B7	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-forma3a0.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:46	44071/44071	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:45%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form-fields.md?id=embeds	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form-fields594f.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:47	10263/10263	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Jan%202024%2011:24:47%20GMT	https://laravel-admin.org/docs/zh/1.x/helpers.md	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/helpers.md	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:48	24011/24011	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:48%20GMT	https://laravel-admin.org/docs/zh/1.x/qa.md?id=%E8%87%AA%E5%AE%9A%E4%B9%89%E7%99%BB%E5%BD%95%E9%A1%B5%E9%9D%A2%E5%92%8C%E7%99%BB%E5%BD%95%E9%80%BB%E8%BE%91	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/qa9367.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:49	20498/20498	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2011:24:48%20GMT	https://laravel-admin.org/docs/zh/1.x/model-form.md?id=%E5%85%B6%E5%AE%83%E6%96%B9%E6%B3%95	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/1.x/model-form918e.html	(from https://laravel-admin.org/docs/zh/1.x/changelog)
17:24:51	10263/10263	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Jan%202024%2011:24:51%20GMT	https://laravel-admin.org/docs/zh/LICENSE	D:/laravel%20Admin%20docs/laravel%20Admin/laravel-admin.org/docs/zh/LICENSE	(from https://laravel-admin.org/docs/zh/1.x)
17:24:52	136577/136577	---M--	200	added ('OK')	image/jpeg	etag:%225ca06c1ab3965a39753707b050107c92%22	https://cloud.githubusercontent.com/assets/1479100/23287423/45c68202-fa78-11e6-8125-3e365101a313.jpg	D:/laravel%20Admin%20docs/laravel%20Admin/cloud.githubusercontent.com/assets/1479100/23287423/45c68202-fa78-11e6-8125-3e365101a313.jpg	(from https://laravel-admin.org/docs/zh/1.x)
17:24:58	794596/794596	---M--	200	added ('OK')	image/gif	etag:%225263933d75620837e888c74dbccc785f%22	https://user-images.githubusercontent.com/1479100/54087610-7abb7280-438f-11e9-842a-012ac2063a7a.gif	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/54087610-7abb7280-438f-11e9-842a-012ac2063a7a.gif	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:24:58	1143484/1143484	---M--	200	added ('OK')	image/gif	etag:%225d9b03067569783beeb8b8734b207334%22	https://user-images.githubusercontent.com/1479100/54087609-7abb7280-438f-11e9-8a44-7e68bb126cd1.gif	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/54087609-7abb7280-438f-11e9-8a44-7e68bb126cd1.gif	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:25:00	9754/9754	---M--	200	added ('OK')	image/png	etag:%22072814c2554567ba0c0214c26d291574%22	https://user-images.githubusercontent.com/1479100/63958209-82491200-cabc-11e9-9144-760e69779608.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/63958209-82491200-cabc-11e9-9144-760e69779608.png	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:25:00	6477/6477	---M--	200	added ('OK')	image/png	etag:%229251318252f8c4076e8d8581ca138c42%22	https://user-images.githubusercontent.com/1479100/63958092-401fd080-cabc-11e9-9d51-f879e7708bcb.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/63958092-401fd080-cabc-11e9-9d51-f879e7708bcb.png	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:25:01	3849/3849	---M--	200	added ('OK')	image/png	etag:%2290a4d2c49a531e60f72be2c8e21a0b5c%22	https://user-images.githubusercontent.com/1479100/63958756-5d08d380-cabd-11e9-9a00-1ad20173c28a.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/63958756-5d08d380-cabd-11e9-9a00-1ad20173c28a.png	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:25:01	7523/7523	---M--	200	added ('OK')	image/png	etag:%22bc69b0fd1ff0af90e2e483b368a82d84%22	https://user-images.githubusercontent.com/1479100/63958090-3f873a00-cabc-11e9-9c9d-06de5e37ae54.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/63958090-3f873a00-cabc-11e9-9c9d-06de5e37ae54.png	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:25:02	3245/3245	---M--	200	added ('OK')	image/png	etag:%2219e9f9601af8da1f9c421d6765c80bb1%22	https://user-images.githubusercontent.com/1479100/63958089-3eeea380-cabc-11e9-9a3e-0f3a22ae9756.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/63958089-3eeea380-cabc-11e9-9a3e-0f3a22ae9756.png	(from https://laravel-admin.org/docs/en/model-grid-column-display)
17:25:02	8338/8338	---M--	200	added ('OK')	image/png	etag:%22e0001ec13c3336facc907c282c0cf82f%22	https://user-images.githubusercontent.com/1479100/45264980-77463d80-b477-11e8-917b-3495a32f018e.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/45264980-77463d80-b477-11e8-917b-3495a32f018e.png	(from https://laravel-admin.org/docs/en/model-grid-filters)
17:25:03	29807/29807	---M--	200	added ('OK')	image/png	etag:%22de93758956eefb8c04a63742d0542255%22	https://user-images.githubusercontent.com/1479100/45264860-c9865f00-b475-11e8-8418-a3bdb2a834ab.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/45264860-c9865f00-b475-11e8-8418-a3bdb2a834ab.png	(from https://laravel-admin.org/docs/en/model-grid-filters)
17:25:03	16029/16029	---M--	200	added ('OK')	image/png	etag:%2239d1de52003a52e11512a5c0b1386ae1%22	https://user-images.githubusercontent.com/1479100/59975300-843cb380-95e9-11e9-9479-bf3f7329cffb.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/59975300-843cb380-95e9-11e9-9479-bf3f7329cffb.png	(from https://laravel-admin.org/docs/en/model-grid-column-filter)
17:25:04	8954/8954	---M--	200	added ('OK')	image/png	etag:%2242837083f25bcf79dfbc1a03d1ef8de1%22	https://user-images.githubusercontent.com/1479100/59975592-3ecdb580-95ec-11e9-94f5-a6d5a33fb889.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/59975592-3ecdb580-95ec-11e9-94f5-a6d5a33fb889.png	(from https://laravel-admin.org/docs/en/model-grid-column-filter)
17:25:05	10140/10140	---M--	200	added ('OK')	image/png	etag:%224823e30eac418fd764c6c2094a16605c%22	https://user-images.githubusercontent.com/1479100/59975605-79cfe900-95ec-11e9-8d29-c4d169d9dcff.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/59975605-79cfe900-95ec-11e9-8d29-c4d169d9dcff.png	(from https://laravel-admin.org/docs/en/model-grid-column-filter)
17:25:05	6933/6933	---M--	200	added ('OK')	image/png	etag:%22ee671ffd11925af006d972f83d57247f%22	https://user-images.githubusercontent.com/1479100/59975636-de8b4380-95ec-11e9-82f9-ddd45d05152f.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/59975636-de8b4380-95ec-11e9-82f9-ddd45d05152f.png	(from https://laravel-admin.org/docs/en/model-grid-column-filter)
17:25:07	28584/28584	---M--	200	added ('OK')	image/png	etag:%22668ff016ce95be486e3d74c506b77b41%22	https://user-images.githubusercontent.com/1479100/59975593-3ecdb580-95ec-11e9-9cfc-32dbe27a175a.png	D:/laravel%20Admin%20docs/laravel%20Admin/user-images.githubusercontent.com/1479100/59975593-3ecdb580-95ec-11e9-9cfc-32dbe27a175a.png	(from https://laravel-admin.org/docs/en/model-grid-column-filter)
